,device_time_stamp,system_time_stamp,UTC,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,left_gaze_point_in_user_coordinate_system_x,left_gaze_point_in_user_coordinate_system_y,left_gaze_point_in_user_coordinate_system_z,left_gaze_origin_in_trackbox_coordinate_system_x,left_gaze_origin_in_trackbox_coordinate_system_y,left_gaze_origin_in_trackbox_coordinate_system_z,left_gaze_origin_in_user_coordinate_system_x,left_gaze_origin_in_user_coordinate_system_y,left_gaze_origin_in_user_coordinate_system_z,left_pupil_diameter,left_pupil_validity,left_gaze_origin_validity,left_gaze_point_validity,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,right_gaze_point_in_user_coordinate_system_x,right_gaze_point_in_user_coordinate_system_y,right_gaze_point_in_user_coordinate_system_z,right_gaze_origin_in_trackbox_coordinate_system_x,right_gaze_origin_in_trackbox_coordinate_system_y,right_gaze_origin_in_trackbox_coordinate_system_z,right_gaze_origin_in_user_coordinate_system_x,right_gaze_origin_in_user_coordinate_system_y,right_gaze_origin_in_user_coordinate_system_z,right_pupil_diameter,right_pupil_validity,right_gaze_origin_validity,right_gaze_point_validity
0,5647147997,223806389864,1636633880.8752398,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
1,5647156327,223806398194,1636633880.88378,0.44672688841819763,0.35865843296051025,-20.259429931640625,190.34417724609375,64.30438995361328,0.5855069160461426,0.4946378469467163,0.48291462659835815,-38.5988655090332,2.4205405712127686,644.8743896484375,,0,1,1,0.6206636428833008,0.3006303608417511,44.932586669921875,206.37094116210938,71.10736083984375,0.44381052255630493,0.4932652711868286,0.4632541835308075,25.13262176513672,3.012331247329712,638.9762573242188,,0,1,1
2,5647164660,223806406527,1636633880.892561,0.4418792724609375,0.3684235215187073,-22.076339721679688,187.64715576171875,63.15957260131836,0.5854339599609375,0.494537889957428,0.4832662045955658,-38.57223892211914,2.466068744659424,644.9798583984375,,0,1,1,0.6279920339584351,0.3015509247779846,47.679290771484375,206.11668395996094,70.99943542480469,0.4437817931175232,0.49320217967033386,0.46337422728538513,25.14689064025879,3.0407254695892334,639.0122680664062,,0,1,1
3,5647172994,223806414861,1636633880.900443,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
4,5647181327,223806423194,1636633880.9087288,0.4458480477333069,0.3967093527317047,-20.588821411132812,179.8348846435547,59.84346008300781,0.5850544571876526,0.4944934546947479,0.4840277135372162,-38.414493560791016,2.4870097637176514,645.2083129882812,,0,1,1,0.6153241395950317,0.29875367879867554,42.93132019042969,206.88925170898438,71.32737731933594,0.443400502204895,0.4932873845100403,0.4634374976158142,25.31818962097168,3.002704620361328,639.03125,,0,1,1
5,5647189648,223806431515,1636633880.9167686,0.45246168971061707,0.38669049739837646,-18.110015869140625,182.60198974609375,61.018028259277344,0.5849725604057312,0.4944247007369995,0.4848209619522095,-38.39164733886719,2.5189950466156006,645.4462890625,,0,1,1,0.6019455194473267,0.30860257148742676,37.91697692871094,204.16909790039062,70.1727294921875,0.4433562457561493,0.4932458698749542,0.46367838978767395,25.340858459472656,3.021610975265503,639.103515625,,0,1,1
6,5647197993,223806439859,1636633880.925557,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
7,5647206314,223806448181,1636633880.9335272,0.4465148448944092,0.34962111711502075,-20.338912963867188,192.84017944335938,65.3638916015625,0.5845637321472168,0.4944126009941101,0.48620015382766724,-38.231441497802734,2.5260720252990723,645.8600463867188,,0,1,1,0.6045165061950684,0.3029741644859314,38.880584716796875,205.72360229492188,70.83258056640625,0.4429703950881958,0.493402898311615,0.46393248438835144,25.516510009765625,2.9517111778259277,639.1797485351562,,0,1,1
8,5647214656,223806456522,1636633880.9420416,0.4504719078540802,0.34477001428604126,-18.855789184570312,194.1800079345703,65.93260955810547,0.5845041871070862,0.49437862634658813,0.487069696187973,-38.21994400024414,2.54245662689209,646.1209106445312,,0,1,1,0.608818769454956,0.28957319259643555,40.49308776855469,209.4248046875,72.40365600585938,0.44289398193359375,0.4933662712574005,0.4641573131084442,25.55340576171875,2.9684088230133057,639.2471923828125,,0,1,1
9,5647222991,223806464857,1636633880.9507594,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
10,5647231312,223806473178,1636633880.9589252,0.445153146982193,0.3479812443256378,-20.849273681640625,193.2930908203125,65.55613708496094,0.5841073989868164,0.4943792521953583,0.48841431736946106,-38.06422805786133,2.5437631607055664,646.5242919921875,,0,1,1,0.6147953271865845,0.2934891879558563,42.733123779296875,208.34326171875,71.94456481933594,0.4425274431705475,0.49350282549858093,0.4643831253051758,25.72014617919922,2.907618761062622,639.31494140625,,0,1,1
11,5647239645,223806481511,1636633880.9669795,0.44102412462234497,0.3461974263191223,-22.3968505859375,193.7857666015625,65.76526641845703,0.5840563774108887,0.4943370223045349,0.4890952408313751,-38.05315017700195,2.563685417175293,646.7285766601562,,0,1,1,0.6165242195129395,0.2958453893661499,43.38111877441406,207.6925048828125,71.66832733154297,0.4424775540828705,0.49349743127822876,0.464664101600647,25.74586296081543,2.910409927368164,639.3992309570312,,0,1,1
12,5647247987,223806489852,1636633880.9754791,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
13,5647256308,223806498174,1636633880.9835055,0.4430619776248932,0.34455686807632446,-21.633056640625,194.23887634277344,65.95759582519531,0.5836492776870728,0.494350790977478,0.4900630712509155,-37.88587951660156,2.558603525161743,647.0189208984375,,0,1,1,0.6110464930534363,0.29644811153411865,41.32804870605469,207.52603149414062,71.59767150878906,0.44208618998527527,0.49360981583595276,0.4648642838001251,25.923471450805664,2.860381841659546,639.4592895507812,,0,1,1
14,5647264651,223806506517,1636633880.992065,0.4434574246406555,0.3499680161476135,-21.484832763671875,192.74436950683594,65.3232192993164,0.5836207866668701,0.4943377375602722,0.4905373156070709,-37.881282806396484,2.5650715827941895,647.1611938476562,,0,1,1,0.6160105466842651,0.2906644344329834,43.18858337402344,209.1234130859375,72.27572631835938,0.44210153818130493,0.4935879111289978,0.46493610739707947,25.917465209960938,2.870283842086792,639.4808349609375,,0,1,1
15,5647272973,223806514838,1636633881.0003972,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
16,5647281317,223806523183,1636633881.008937,0.4434378743171692,0.3444725275039673,-21.492156982421875,194.26217651367188,65.96748352050781,0.5832623243331909,0.4944142699241638,0.4911651611328125,-37.72989273071289,2.5311460494995117,647.3495483398438,,0,1,1,0.6203089952468872,0.29217469692230225,44.799652099609375,208.706298828125,72.09866333007812,0.4417126476764679,0.4938051700592041,0.46483173966407776,26.09027862548828,2.7728970050811768,639.4495239257812,,0,1,1
17,5647289650,223806531515,1636633881.016992,0.4470651149749756,0.337200403213501,-20.132659912109375,196.27066040039062,66.82003784179688,0.5832256078720093,0.4943905472755432,0.4914485812187195,-37.71820831298828,2.5422308444976807,647.4345703125,,0,1,1,0.6146154403686523,0.29173362255096436,42.66569519042969,208.828125,72.15037536621094,0.44170594215393066,0.4938098192214966,0.46486225724220276,26.09365463256836,2.7708580493927,639.4586791992188,,0,1,1
18,5647297982,223806539847,1636633881.025595,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
19,5647306314,223806548179,1636633881.0335395,0.4508529305458069,0.34540796279907227,-18.712982177734375,194.00381469726562,65.85781860351562,0.5828977823257446,0.4944359064102173,0.49175354838371277,-37.57493591308594,2.5220251083374023,647.5260620117188,,0,1,1,0.6153113842010498,0.2917085886001587,42.926544189453125,208.8350372314453,72.15330505371094,0.44136708974838257,0.4939231872558594,0.4646250307559967,26.242406845092773,2.7198057174682617,639.3875122070312,,0,1,1
20,5647314647,223806556512,1636633881.0419707,0.44714808464050293,0.3340951204299927,-20.1015625,197.1282958984375,67.18408966064453,0.5829110145568848,0.4943928122520447,0.4917917847633362,-37.581600189208984,2.5416111946105957,647.5375366210938,,0,1,1,0.6181251406669617,0.27063843607902527,43.98114013671875,214.65440368652344,74.62348937988281,0.44132131338119507,0.49389204382896423,0.46449220180511475,26.261255264282227,2.7335784435272217,639.34765625,,0,1,1
21,5647322985,223806564850,1636633881.0504463,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
22,5647331313,223806573178,1636633881.058378,0.4483502507209778,0.33594846725463867,-19.650985717773438,196.61642456054688,66.96681213378906,0.582586944103241,0.49437466263771057,0.49165040254592896,-37.4322395324707,2.5496625900268555,647.4951171875,,0,1,1,0.633175253868103,0.30542808771133423,49.62196350097656,205.0458526611328,70.54489135742188,0.4410752058029175,0.49398112297058105,0.46404051780700684,26.365806579589844,2.6931376457214355,639.212158203125,,0,1,1
23,5647339643,223806581507,1636633881.0669847,0.4359387159347534,0.3498040437698364,-24.302871704101562,192.78965759277344,65.34243774414062,0.5826210379600525,0.49434277415275574,0.49148133397102356,-37.44476318359375,2.563915967941284,647.4443969726562,,0,1,1,0.6162006258964539,0.3291606605052948,43.25982666015625,198.49114990234375,67.76258850097656,0.4410586655139923,0.49394282698631287,0.46387410163879395,26.371156692504883,2.710059881210327,639.1622314453125,,0,1,1
24,5647347976,223806589841,1636633881.075744,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
25,5647356310,223806598175,1636633881.0837438,0.453085333108902,0.3390270471572876,-17.876266479492188,195.7661590576172,66.60589599609375,0.5823378562927246,0.49431532621383667,0.4911000430583954,-37.30982971191406,2.575901746749878,647.3300170898438,,0,1,1,0.6160801649093628,0.2900700569152832,43.21467590332031,209.28758239746094,72.34540557861328,0.44081684947013855,0.4940096139907837,0.4634944796562195,26.47462272644043,2.6797025203704834,639.04833984375,,0,1,1
26,5647364641,223806606505,1636633881.0917447,0.45380696654319763,0.35519516468048096,-17.605804443359375,191.30068969726562,64.71041107177734,0.5823572278022766,0.4942795932292938,0.4909326136112213,-37.31570816040039,2.5918965339660645,647.27978515625,,0,1,1,0.6272247433662415,0.2874282896518707,47.39170837402344,210.0172119140625,72.65511322021484,0.4407867193222046,0.4939621388912201,0.4634566307067871,26.487638473510742,2.700887680053711,639.0369873046875,,0,1,1
27,5647372975,223806614840,1636633881.1007447,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
28,5647381306,223806623170,1636633881.1077442,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
29,5647389629,223806631494,1636633881.1167436,0.4542125463485718,0.36126798391342163,-17.453781127929688,189.62344360351562,63.99845886230469,0.5820772647857666,0.494255930185318,0.4905102550983429,-37.18159484863281,2.6021103858947754,647.153076171875,,0,1,1,0.6169971227645874,0.29287809133529663,43.55836486816406,208.51202392578125,72.01620483398438,0.4405444860458374,0.494051456451416,0.4632393419742584,26.593273162841797,2.660667896270752,638.9718017578125,,0,1,1
30,5647397973,223806639837,1636633881.1266787,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0
31,5647406307,223806648171,1636633881.1389284,0.4512268900871277,0.3543176054954529,-18.57281494140625,191.54306030273438,64.81329345703125,0.5818337202072144,0.4942706823348999,0.49024760723114014,-37.06673812866211,2.595111608505249,647.0742797851562,,0,1,1,0.6318533420562744,0.3324268162250519,49.12651062011719,197.58908081054688,67.37967681884766,0.44030749797821045,0.49416080117225647,0.46309569478034973,26.69746971130371,2.6115779876708984,638.9287109375,,0,1,1
32,5647414658,223806656522,1636633881.1469288,0.4406038522720337,0.3320038318634033,-22.554367065429688,197.70590209960938,67.42926025390625,0.5818472504615784,0.49420419335365295,0.4901590943336487,-37.07136535644531,2.625119209289551,647.0477294921875,,0,1,1,0.6353984475135803,0.33414703607559204,50.455230712890625,197.1139678955078,67.17800903320312,0.44029852747917175,0.4940910041332245,0.4631907045841217,26.702680587768555,2.64292311668396,638.9572143554688,,0,1,1
33,5647423012,223806664876,1636633881.1549299,,,,,,,,,,,,,0,0,0,0.6353984475135803,0.33414703607559204,50.455230712890625,197.1139678955078,67.17800903320312,0.45015770196914673,0.5139535665512085,0.4641013443470001,22.302501678466797,-6.243690490722656,639.2304077148438,4.0089111328125,1,1,1
34,5647431318,223806673181,1636633881.1609828,,,,,,,,,,,,,0,0,0,0.6988872289657593,0.3191850185394287,74.25100708007812,201.24632263183594,68.93208312988281,0.4400605857372284,0.4941381812095642,0.4632468521595001,26.80980682373047,2.6218810081481934,638.9740600585938,,0,1,1
